12:17:0-09_WARN_Injection	47
12:17:1-19_WARN_Injection	25
12:17:1-19_WARN_No_Injection	426
12:17:2-29_ERROR_Injection	1
12:17:2-29_ERROR_No_Injection	22
12:17:3-39_DEBUG_No_Injection	227
12:17:3-39_ERROR_Injection	1
12:17:3-39_ERROR_No_Injection	21
12:17:3-39_INFO_Injection	120
12:17:3-39_INFO_No_Injection	1483
12:17:3-39_WARN_No_Injection	418
12:17:4-49_DEBUG_Injection	22
12:17:4-49_ERROR_Injection	2
12:17:4-49_WARN_Injection	32
12:17:5-59_DEBUG_Injection	25
12:17:5-59_INFO_No_Injection	1459
12:18:0-09_INFO_Injection	116
12:18:0-09_WARN_No_Injection	415
12:18:1-19_DEBUG_Injection	15
12:18:1-19_DEBUG_No_Injection	265
12:18:1-19_ERROR_Injection	2
12:18:1-19_ERROR_No_Injection	27
12:18:1-19_INFO_Injection	141
12:18:2-29_DEBUG_Injection	22
12:18:2-29_DEBUG_No_Injection	219
12:18:2-29_INFO_No_Injection	1577
12:18:2-29_WARN_Injection	22
12:18:2-29_WARN_No_Injection	466
12:18:3-39_DEBUG_Injection	20
12:18:4-49_INFO_Injection	159
12:18:5-59_ERROR_No_Injection	21
12:18:5-59_INFO_Injection	140
12:18:5-59_WARN_No_Injection	505
12:19:0-09_DEBUG_Injection	18
12:19:0-09_DEBUG_No_Injection	278
12:19:0-09_ERROR_No_Injection	28
12:19:1-19_INFO_No_Injection	1875
12:19:1-19_WARN_No_Injection	532
12:19:2-29_INFO_Injection	131
12:19:3-39_WARN_Injection	31
12:19:4-49_DEBUG_No_Injection	261
12:19:4-49_ERROR_No_Injection	31
12:19:4-49_INFO_No_Injection	1815
12:19:4-49_WARN_No_Injection	466
12:19:5-59_DEBUG_No_Injection	257
12:19:5-59_ERROR_Injection	2
12:20:0-09_WARN_Injection	34
12:20:0-09_WARN_No_Injection	499
12:20:1-19_DEBUG_Injection	14
12:20:1-19_ERROR_No_Injection	21
12:20:2-29_DEBUG_Injection	11
12:20:2-29_DEBUG_No_Injection	152
12:20:2-29_ERROR_No_Injection	12
12:20:2-29_INFO_Injection	98
12:20:2-29_INFO_No_Injection	1214
12:20:3-39_DEBUG_Injection	11
12:20:3-39_WARN_Injection	25
12:20:3-39_WARN_No_Injection	308
12:20:4-49_WARN_Injection	22
12:20:5-59_INFO_No_Injection	976
12:20:5-59_WARN_No_Injection	247
12:21:0-09_DEBUG_Injection	13
12:21:0-09_DEBUG_No_Injection	263
12:21:0-09_ERROR_No_Injection	29
12:21:0-09_INFO_Injection	138
12:21:1-19_INFO_No_Injection	1925
12:21:1-19_WARN_Injection	42
12:21:2-29_WARN_No_Injection	478
12:21:3-39_INFO_Injection	105
12:21:4-49_DEBUG_No_Injection	236
12:21:4-49_ERROR_Injection	3
12:21:4-49_ERROR_No_Injection	28
12:21:4-49_INFO_Injection	140
12:21:4-49_INFO_No_Injection	1668
12:21:4-49_WARN_No_Injection	421
12:21:5-59_DEBUG_No_Injection	218
12:21:5-59_ERROR_Injection	1
12:21:5-59_ERROR_No_Injection	27
12:21:5-59_WARN_Injection	41
12:22:0-09_INFO_No_Injection	1140
12:58:0-09_INFO_No_Injection	6
ERROR_INJECTION_OCCURRENCES_DURING_12:15:5-59	3
ERROR_INJECTION_OCCURRENCES_DURING_12:16:0-09	3
ERROR_INJECTION_OCCURRENCES_DURING_12:16:3-39	2
ERROR_INJECTION_OCCURRENCES_DURING_12:17:1-19	2
ERROR_INJECTION_OCCURRENCES_DURING_12:17:4-49	2
ERROR_INJECTION_OCCURRENCES_DURING_12:18:2-29	4
ERROR_INJECTION_OCCURRENCES_DURING_12:18:5-59	3
ERROR_INJECTION_OCCURRENCES_DURING_12:19:0-09	3
ERROR_INJECTION_OCCURRENCES_DURING_12:19:3-39	3
ERROR_INJECTION_OCCURRENCES_DURING_12:20:1-19	3
ERROR_INJECTION_OCCURRENCES_DURING_12:21:2-29	1
ERROR_INJECTION_OCCURRENCES_DURING_12:21:5-59	1
ERROR_INJECTION_OCCURRENCES_DURING_12:22:0-09	6
Max_Characters_DEBUG	143
Total_Generated_DEBUG	10087
12:11:2-29_INFO_No_Injection	5
12:15:3-39_DEBUG_No_Injection	236
12:15:3-39_ERROR_No_Injection	25
12:15:3-39_INFO_Injection	140
12:15:4-49_ERROR_Injection	3
12:15:4-49_INFO_No_Injection	1668
12:15:4-49_WARN_Injection	32
12:15:4-49_WARN_No_Injection	446
12:15:5-59_DEBUG_Injection	21
12:16:0-09_ERROR_Injection	3
12:16:0-09_INFO_Injection	114
12:16:0-09_INFO_No_Injection	1659
12:16:1-19_DEBUG_No_Injection	255
12:16:1-19_ERROR_Injection	2
12:16:1-19_ERROR_No_Injection	17
12:16:1-19_WARN_Injection	38
12:16:1-19_WARN_No_Injection	462
12:16:2-29_DEBUG_Injection	21
12:16:2-29_DEBUG_No_Injection	260
12:16:2-29_ERROR_No_Injection	24
12:16:2-29_WARN_Injection	29
12:16:3-39_DEBUG_Injection	16
12:16:3-39_INFO_No_Injection	1807
12:16:3-39_WARN_No_Injection	509
12:16:4-49_DEBUG_Injection	21
12:16:4-49_INFO_Injection	125
12:16:5-59_ERROR_No_Injection	28
12:16:5-59_INFO_No_Injection	1610
12:16:5-59_WARN_Injection	35
12:17:0-09_DEBUG_Injection	20
12:17:0-09_DEBUG_No_Injection	246
12:17:0-09_ERROR_No_Injection	21
12:17:0-09_WARN_No_Injection	470
12:17:1-19_DEBUG_Injection	22
12:17:1-19_INFO_Injection	106
12:17:2-29_INFO_Injection	111
12:17:2-29_INFO_No_Injection	1642
12:17:2-29_WARN_No_Injection	452
12:17:3-39_WARN_Injection	27
12:17:4-49_DEBUG_No_Injection	194
12:17:4-49_ERROR_No_Injection	13
12:17:5-59_DEBUG_No_Injection	201
12:17:5-59_ERROR_Injection	1
12:17:5-59_INFO_Injection	129
12:17:5-59_WARN_No_Injection	366
12:18:0-09_WARN_Injection	23
12:18:1-19_INFO_No_Injection	1799
12:18:1-19_WARN_Injection	33
12:18:2-29_ERROR_Injection	4
12:18:2-29_ERROR_No_Injection	23
12:18:3-39_DEBUG_No_Injection	215
12:18:3-39_ERROR_Injection	1
12:18:3-39_ERROR_No_Injection	19
12:18:3-39_INFO_Injection	118
12:18:4-49_DEBUG_Injection	23
12:18:4-49_ERROR_Injection	3
12:18:4-49_INFO_No_Injection	2193
12:18:4-49_WARN_Injection	42
12:18:4-49_WARN_No_Injection	629
12:18:5-59_DEBUG_Injection	34
12:18:5-59_WARN_Injection	46
12:19:0-09_ERROR_Injection	3
12:19:0-09_INFO_Injection	119
12:19:0-09_INFO_No_Injection	1850
12:19:1-19_DEBUG_Injection	20
12:19:1-19_DEBUG_No_Injection	282
12:19:1-19_ERROR_Injection	2
12:19:1-19_ERROR_No_Injection	26
12:19:1-19_INFO_Injection	140
12:19:2-29_DEBUG_Injection	18
12:19:2-29_DEBUG_No_Injection	209
12:19:2-29_WARN_Injection	26
12:19:3-39_DEBUG_Injection	20
12:19:3-39_INFO_No_Injection	1569
12:19:3-39_WARN_No_Injection	461
12:19:4-49_INFO_Injection	131
12:19:5-59_ERROR_No_Injection	28
12:19:5-59_INFO_Injection	119
12:19:5-59_INFO_No_Injection	1768
12:20:1-19_ERROR_Injection	3
12:20:1-19_INFO_Injection	130
12:20:1-19_INFO_No_Injection	1733
12:20:2-29_ERROR_Injection	1
12:20:2-29_WARN_Injection	25
12:20:2-29_WARN_No_Injection	324
12:20:3-39_DEBUG_No_Injection	145
12:20:3-39_ERROR_Injection	1
12:20:3-39_ERROR_No_Injection	13
12:20:4-49_DEBUG_Injection	16
12:20:4-49_INFO_No_Injection	1042
12:20:4-49_WARN_No_Injection	295
12:20:5-59_DEBUG_Injection	11
12:20:5-59_INFO_Injection	75
12:21:0-09_ERROR_Injection	6
12:21:0-09_INFO_No_Injection	2079
12:21:0-09_WARN_Injection	49
12:21:1-19_DEBUG_Injection	18
12:21:1-19_DEBUG_No_Injection	281
12:21:1-19_ERROR_No_Injection	31
12:21:1-19_WARN_No_Injection	513
12:21:2-29_DEBUG_Injection	22
12:21:2-29_DEBUG_No_Injection	255
12:21:2-29_ERROR_No_Injection	19
12:21:2-29_INFO_Injection	156
12:21:3-39_DEBUG_Injection	18
12:21:3-39_INFO_No_Injection	1557
12:21:3-39_WARN_Injection	35
12:21:3-39_WARN_No_Injection	405
12:21:4-49_WARN_Injection	25
12:22:0-09_DEBUG_Injection	20
12:22:0-09_DEBUG_No_Injection	150
12:22:0-09_ERROR_No_Injection	18
12:22:0-09_INFO_Injection	75
12:22:0-09_WARN_No_Injection	300
12:28:4-49_INFO_Injection	1
12:31:4-49_INFO_Injection	1
12:31:4-49_INFO_No_Injection	6
12:31:4-49_WARN_No_Injection	1
12:58:0-09_WARN_No_Injection	1
13:08:0-09_INFO_Injection	1
13:08:0-09_INFO_No_Injection	6
13:08:0-09_WARN_No_Injection	1
ERROR_INJECTION_OCCURRENCES_DURING_12:15:4-49	3
ERROR_INJECTION_OCCURRENCES_DURING_12:16:5-59	3
ERROR_INJECTION_OCCURRENCES_DURING_12:17:0-09	1
ERROR_INJECTION_OCCURRENCES_DURING_12:17:3-39	1
ERROR_INJECTION_OCCURRENCES_DURING_12:18:1-19	2
ERROR_INJECTION_OCCURRENCES_DURING_12:18:4-49	3
ERROR_INJECTION_OCCURRENCES_DURING_12:19:2-29	2
ERROR_INJECTION_OCCURRENCES_DURING_12:19:5-59	2
ERROR_INJECTION_OCCURRENCES_DURING_12:20:3-39	1
ERROR_INJECTION_OCCURRENCES_DURING_12:21:1-19	1
ERROR_INJECTION_OCCURRENCES_DURING_12:21:4-49	3
Total_Generated_INFO	69910
Total_Generated_WARN	19057
